question_id,answer,model,prompt_variant,sample_idx,is_human,grader_model,thesis_clarity,argumentative_soundness,dialectical_engagement,precision_distinctions,substantive_contribution,example_quality,total,timestamp,answer_char_count,reasoning_char_count,output_tokens,reasoning_tokens
Viera-SenseTime-2020,"                                    Time Without Temporal Causation:
                  How Clocks, Creatures and Cognitive Systems Can Sense Time

1. Introduction  

Among the perennial puzzles in philosophy of perception is whether creatures like us possess anything deserving the title “sense of time.”  A widely-cited objection rests on a causal premise: genuine sensory systems obtain information from the world only if a relevant environmental magnitude stands in a causal relation to the recept",openai/o3,answer_without_rubric_2k,6,False,openai/o3,5,5,5,5,4,5,29,2026-02-04T01:51:51.869246,16308,0,3494,320
Viera-SenseTime-2020,"How do living creatures and artefacts such as clocks come to possess information about the passage of time when time itself—unlike light, sound-waves, or chemical molecules—exerts no causal pressure on them?  In what follows I offer a response in four stages.  First, I sharpen the objection by distinguishing two different senses in which something may be called “causally impotent” and show why only one of those senses is relevant.  Second, I introduce a general picture of how a physical state ca",openai/o3,answer_without_rubric_2k,7,False,openai/o3,5,5,6,6,6,5,33,2026-02-04T01:51:51.869246,15563,0,3823,640
Viera-SenseTime-2020,"1. Introduction: the “causal-impotence” objection  
A familiar story in philosophy of perception begins with a simple maxim: to be sensed, a property must act on the sense organ. Light excites photoreceptors, airborne chemicals stimulate olfactory neurons, variations in air pressure jog mechanoreceptors. Because “time itself” seemingly exerts no direct push or pull on a transducer, some conclude that there can be no strictly sensory system for time. The conclusion looks bolstered by a picture of",openai/o3,answer_without_rubric_2k,8,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T01:51:51.869246,13622,0,3349,576
Viera-SenseTime-2020,"1. Introduction  

Humans and many other organisms manifest an impressive ability to keep track of time.  We can tap a rhythm, anticipate the moment a traffic light will turn green, or organise multi-year projects whose stages must be sequenced with temporal precision.  Neuroscientists have identified circuits—basal ganglia oscillators, cerebellar timing micro-complexes, cortical ramping neurons—that seem dedicated to these competences, and psychologists measure timing acuity with the same exper",openai/o3,answer_without_rubric_2k,9,False,openai/o3,5,5,6,6,5,6,33,2026-02-04T01:51:51.869246,17991,0,4171,576
Viera-SenseTime-2020,"1. INTRODUCTION: THE “CAUSAL IMPOTENCE” OBJECTION

The worry that there can be no genuine sense of time because time does not causally impinge on sensory receptors seems, at first glance, extremely compelling. Vision, audition, olfaction, touch, and taste all operate through direct causal interactions: photons strike photoreceptors, pressure deforms mechanoreceptors, air‐borne molecules bind to olfactory epithelium, and so on. If information always originates in a causal encounter between a worl",openai/o3,answer_without_rubric_2k,10,False,openai/o3,5,5,5,5,5,6,31,2026-02-04T01:51:51.869246,15022,0,3352,256
Viera-SenseTime-2020,"                                    Is There a “Sense” of Time?
                    Causal, Informational, and Mechanistic Considerations
                    -------------------------------------------------------


1.  Introduction: The Challenge in Its Strongest Form
-----------------------------------------------------

Empirical sensory systems, from vision to proprioception, are typically understood as causal interfaces between organism and environment.  Photons impinge on the retina, mecha",openai/o3,answer_without_rubric_2k,11,False,openai/o3,5,5,5,6,5,6,32,2026-02-04T01:51:51.869246,16331,0,3724,384
Viera-SenseTime-2020,"                                           Why a Clock Can Inform Us About Time  
                              (Even Though Time Never Pushes, Pulls, or Impacts Anything)

1. The Objection Re-stated  

A widespread picture of perception starts from a simple causal model. A sensory organ is a transducer: it converts energy from some environmental feature into neural signals. Photons strike retinas, airborne chemicals bind to olfactory receptors, air-pressure variations vibrate the basilar membra",openai/o3,answer_without_rubric_2k,12,False,openai/o3,5,5,5,5,4,6,30,2026-02-04T01:51:51.869246,16347,0,3826,448
Viera-SenseTime-2020,"I. Introduction: the alleged dilemma

Vision seems paradigmatic of a genuine sense because the distal feature that is sensed—light—literally impinges on the sensory organ. When photons strike retinal photoreceptors they trigger transduction cascades whose later neural stages subserve perceptual representation. Many philosophers (and some neuroscientists) have therefore claimed that any bona fide sense must be driven by a causal chain that begins with the property perceived. Time, however, appear",openai/o3,answer_without_rubric_2k,13,False,openai/o3,5,6,6,6,5,6,34,2026-02-04T01:51:51.869246,14499,0,3237,384
Viera-SenseTime-2020,"I. Introduction  

Much contemporary philosophy of perception builds on the idea that a genuine sense must be a causal channel through which distal features of the environment impress themselves on a creature.  When I see a red apple, wavelengths reflected from the apple strike my retina; when I hear a siren, pressure waves disturb my eardrum.  Because time, so the objection runs, has no analogous way of “striking” us—time does not collide with retinas or stretch eardrums—there can be no literal",openai/o3,answer_without_rubric_2k,14,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T01:51:51.869246,17819,0,4258,576
Builes-ParadoxEvidentialEquivalence-2020,"Heads, Tails, and Measure-Zero Miracles  
––––––––––––––––––––––––––––––––––––––––––  
Imagine that you and countably many companions each flip a fair coin. Before you look at the result you are told something astonishing: only finitely many of the infinitely many coins came up heads. What credence should you now assign to the proposition

(H) “My own coin landed heads”?

At first blush it can seem that nothing has changed. Your coin was independent of the others, and you have received only glob",openai/o3,answer_with_rubric_2k,0,False,openai/o3,5,6,5,5,4,5,30,2026-02-04T02:00:04.212558,10263,0,3988,1664
Builes-ParadoxEvidentialEquivalence-2020,"Only rarely in everyday life do we confront evidential situations in which (i) the evidence we receive has prior probability zero and (ii) the population with respect to which we locate ourselves is infinite.  When both ingredients are present, our ordinary heuristics—“update by conditionalising,” “independent events stay independent,” “if nothing distinguishes me from the others, treat myself as a random member”—start to pull in different directions.  The case of the “miraculous room” of coin-t",openai/o3,answer_with_rubric_2k,1,False,openai/o3,5,6,5,5,5,4,30,2026-02-04T02:00:04.212558,12580,0,4377,1536
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many heads were tossed.

If there were only three people in the room, that declaration would immediately change your credence in the obvious way.  Learning that at most one head was tossed among three fair and independent coins makes it very unlikely that yours is the lone head.  What is puzzling in the present case is simply the scale: an ω-sized population of tossers and—exactly as in the finite case— the information that “the total number of heads is finite.”  Should that inform",openai/o3,answer_with_rubric_2k,2,False,openai/o3,5,6,5,5,4,4,29,2026-02-04T02:00:04.212558,10536,0,3717,1152
Builes-ParadoxEvidentialEquivalence-2020,"Heads or Tails After the Miracle?
Updating on Zero‐Probability Events in an Infinite Coin Room

1. The problem and the thesis  
Imagine an ω-sized hotel ballroom. Each occupant flips a fair coin, pockets it without looking, and waits. A public announcement is then made: “Only finitely many of the coins just tossed landed heads.” In the prior measure, that announcement reports an event of probability 0; indeed, by the Strong Law of Large Numbers, with probability 1 there are infinitely many heads",openai/o3,answer_with_rubric_2k,3,False,openai/o3,5,6,6,6,6,5,34,2026-02-04T02:00:04.212558,11921,0,4448,1728
Builes-ParadoxEvidentialEquivalence-2020,"Only a philosopher would try to form a belief about the outcome of a coin she has not looked at after being told something that—by her own lights—had probability 0 of happening.  Yet the puzzle is more than a curiosity about infinitesimals.  It presses on deep issues about (i) how Bayesian agents should conditionalise on probability-zero information, (ii) the relation between indexical or “self-locating’’ belief and ordinary objective probability, and (iii) whether the independence of coin tosse",openai/o3,answer_with_rubric_2k,4,False,openai/o3,5,6,5,5,4,4,29,2026-02-04T02:00:04.212558,10353,0,4415,1792
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many heads: what it means, why it matters, and how to think about your own coin

1. The set-up and the puzzle  
You and a countable infinity of other agents each toss a fair coin in the usual way. After the tosses you are told, with certainty, that only finitely many of the infinitely many coins came up heads. Call that piece of information F (“Finitely many heads”). Because the coins are independent and fair, the prior probability of F is 0. The question is what your posterior cre",openai/o3,answer_with_rubric_2k,5,False,openai/o3,5,6,6,5,5,5,32,2026-02-04T02:00:04.212558,13886,0,5532,2240
Builes-ParadoxEvidentialEquivalence-2020,"Heads, Tails, and Measure-Zero Miracles  
———————————————————————————————  
Consider the following epistemic situation.  A countable infinity of agents—call them 0, 1, 2,…—each tosses an independent fair coin but is not allowed to look at the outcome.  An experimenter then announces the astonishing fact F:

 F: “Only finitely many of the coins landed heads.”

You are agent 0.  Given that you now take F to be true, what ought your credence be that your own coin landed heads?  Should it remain at ",openai/o3,answer_with_rubric_2k,6,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T02:00:04.212558,13099,0,5201,1984
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many heads: what does that tell you about your own coin?

1. Stating the problem

Imagine a fair coin in your hand, and imagine that exactly the same kind of coin is being flipped—independently and fairly—by every other member of a countably infinite collection of people. None of you look at the outcomes. An experimenter then announces a jaw–dropping result: “Out of all the infinitely many coins, only finitely many landed heads.” Call that announcement F. Learning F forces you to m",openai/o3,answer_with_rubric_2k,7,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T02:00:04.212558,12582,0,4593,1856
Builes-ParadoxEvidentialEquivalence-2020,"Heads I win, tails we all do: Updating on a probability-zero event in an infinite collective  

1. The puzzle and the two competing intuitions  
You and a countably infinite crowd each toss a fair coin. Before anyone looks, you learn the following surprising fact: only finitely many of the infinitely many coins landed heads. Now you wonder what credence to place in the proposition  

(H) Your own coin landed heads.  

Two lines of thought pull in opposite directions.  

Independence Pull. You kn",openai/o3,answer_with_rubric_2k,8,False,openai/o3,5,6,6,6,5,4,32,2026-02-04T02:00:04.212558,12363,0,6710,3648
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many of the infinitely many coins came up heads.  What, if anything, should that remarkable disclosure do to your confidence that your own coin is one of the lucky few?

The case forces together three volatile ingredients: (i) probabilistic conditioning on an event of probability 0, (ii) the difference between being a randomly selected coin and being a previously designated coin, and (iii) a clash between two competing inductive principles—symmetry (which suggests “stick with ½”) a",openai/o3,answer_with_rubric_2k,9,False,openai/o3,5,5,5,6,5,5,31,2026-02-04T02:00:04.212558,13485,0,4507,1344
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many of the infinitely many fair coins came up heads.  What, now, should you believe about your own coin?  At first sight two rival intuitions pull in opposite directions.

Symmetry‐and‐independence:  The flip you performed was causally and probabilistically independent of every other flip.  Learning facts about the other coins—no matter how astonishing—does not reveal anything about the physical state of yours.  So why shouldn’t your credence stay at ½?

Frequency‐and‐proportion: ",openai/o3,answer_with_rubric_2k,10,False,openai/o3,5,6,5,5,4,4,29,2026-02-04T02:00:04.212558,9892,0,3425,1088
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many of the countably-many coins came up heads.  What follows for the single coin that is now in your closed fist?  I shall argue that a rational agent who learns this remarkable fact ought to shift her credence that her own coin is heads from ½ all the way down to 0.  The argument has four steps.

(1)  The finite-approximation argument suggests that the conditional probability goes to 0 in the limit.  
(2)  A symmetry-plus-expectation calculation shows that any strictly positive c",openai/o3,answer_with_rubric_2k,11,False,openai/o3,5,2,5,4,4,4,24,2026-02-04T02:00:04.212558,9274,0,3574,1344
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many heads were flipped.  What does that striking piece of information do to the odds that my own coin came up heads?  At first sight it is tempting to say “nothing at all.”  After all, the coins are fair and independent; I still have no more evidence about my individual toss than I had before.  But pull back from the intuitive picture and notice two things.  First, the announcement describes a probability-zero event.  Second, it is an announcement about the *global* distribution o",openai/o3,answer_with_rubric_2k,12,False,openai/o3,5,5,5,5,5,4,29,2026-02-04T02:00:04.212558,13211,0,3750,512
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many of the infinitely many coins came up heads. That is the single, astonishing fact you have just learned. What should you now think about your own coin? I shall argue that a rational agent’s credence that her own coin landed heads should remain at ½. I proceed as follows.  

1.  I explain why the problem is tempting: every intuitive route seems to push us down to credence 0, yet standard Bayesian reasoning seems to leave us at ½.  
2.  I review the probabilistic background—tail ",openai/o3,answer_with_rubric_2k,13,False,openai/o3,5,6,5,6,5,4,31,2026-02-04T02:00:04.212558,11174,0,4179,1664
Builes-ParadoxEvidentialEquivalence-2020,"Only finitely many heads were scored in a countably infinite sequence of fair and independent coin‐flips.  What, on learning this astounding fact, is the rational credence that one’s own coin was a head?  I shall argue that the only coherent answer is: zero.  Roughly, the information that “only finitely many heads occurred” ties the fates of the infinitely many coins so tightly together that the symmetry which once supported the naïve ½ prior can no longer be sustained.  In effect, each individu",openai/o3,answer_with_rubric_2k,14,False,openai/o3,5,6,6,6,5,4,32,2026-02-04T02:00:04.212558,11423,0,3657,896
Enoch-FalseConsciousnessLiberals-2020,"                                   Adaptive Preferences and the Fragility of Autonomy  
                                   -------------------------------------------------

1. Introduction and Thesis

When a chronically under-employed worker declares that she “really prefers” the monotony of piecemeal gig work to the uncertainties of a full-time job, or when a young woman in a rigidly patriarchal village swears that she *wants* to undergo female genital cutting, we suspect something has gone aw",openai/o3,answer_with_rubric_2k,0,False,openai/o3,6,5,5,6,6,5,33,2026-02-04T02:00:04.212558,13703,0,2934,128
Enoch-FalseConsciousnessLiberals-2020,"1. Framing the Problem

A woman in a drought-prone village says she “loves” being the one who rises at 4 a.m. to haul water for the household while her brothers sleep. A factory worker reports that his deepest wish is simply to keep his insecure, monotonous job because “at least it’s something.” A child bride, asked years later whether she resents her early marriage, responds that she is “grateful” her parents chose a husband for her—she could have done much worse.  These avowals feel compromise",openai/o3,answer_with_rubric_2k,1,False,openai/o3,5,6,5,6,5,6,33,2026-02-04T02:00:04.212558,13562,0,3163,448
Enoch-FalseConsciousnessLiberals-2020,"                                ADAPTIVE PREFERENCES AND AUTONOMY  

1. Orientation and Thesis  

Human beings do not merely register the options before them; they adjust what they want to what they believe they can get. Sometimes this psychological plasticity is benign—think of the hiker who, after hours in the desert, comes to prize lukewarm water more than craft beer. But other cases are troubling. Amartya Sen’s famous example of rural women who report no interest in literacy because “fiction",openai/o3,answer_with_rubric_2k,2,False,openai/o3,5,5,5,6,5,5,31,2026-02-04T02:00:04.212558,14606,0,3492,512
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction and Thesis

One of the most striking psychological phenomena accompanying material or social deprivation is that agents often come to want precisely the truncated lives their circumstances allow. Sen’s “contented slave,” the rural girl who never dreams of university because girls “don’t do that,” or the sweat-shop worker who prefers sixteen-hour shifts to unionization all exhibit what philosophers now call adaptive preferences: preferences that “bend” to limited, often unjust, ch",openai/o3,answer_with_rubric_2k,3,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T02:00:04.212558,12051,0,2462,128
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction: What Is at Issue?

People often come to want what they can in fact get. The villager whose only water source is brackish may come to “prefer” its taste; the factory seamstress who lacks legal protection may decide she “likes” piece-rate contracts; the girl in a patriarchal household may embrace early marriage as her “dream.” Such cases, now familiar from Amartya Sen and Martha Nussbaum’s work on development and capability, are called adaptive preferences: stable, apparently whol",openai/o3,answer_with_rubric_2k,4,False,openai/o3,5,6,5,6,6,5,33,2026-02-04T02:00:04.212558,16722,0,3913,640
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction and Thesis

When political philosophers worry about “adaptive preferences,” they usually have in mind cases in which agents living under oppressive or poverty‐ridden circumstances come to favor what those circumstances make realistically available—a village woman asks for a goat instead of an education, or a chronically underemployed man insists that idleness suits his “easygoing nature.” Such preferences seem deficiently autonomous even though they are sincerely endorsed. Why? T",openai/o3,answer_with_rubric_2k,5,False,openai/o3,5,5,6,5,5,5,31,2026-02-04T02:00:04.212558,15276,0,3196,256
Enoch-FalseConsciousnessLiberals-2020,"                                       
                                    “If they had only tasted other lives, they would see how bitter their own is.”  
                                                      —Jean‐Jacques Rousseau, Émile

1. Setting the Problem  

Across very different contexts—Sen’s Rajasthani women who report preferring to eat last and least, formerly enslaved people who express nostalgia for bondage, girls in rural Turkey who say they “prefer” early marriage—agents confron",openai/o3,answer_with_rubric_2k,6,False,openai/o3,5,5,5,6,5,5,31,2026-02-04T02:00:04.212558,14425,0,3618,704
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction: The Puzzle About Adaptive Preferences  

Many oppressive social orders survive because those who are disadvantaged within them appear to want precisely the lives they are allowed to lead. Amartya Sen reports that under-fed women in rural Bengal sincerely judge their own hunger “normal,” and lower-caste Indians sometimes prefer the most degrading tasks that the caste hierarchy assigns them. Call these adaptive preferences: stable, apparently wholehearted preferences whose very co",openai/o3,answer_with_rubric_2k,7,False,openai/o3,5,6,6,6,6,5,34,2026-02-04T02:00:04.212558,13386,0,3338,640
Enoch-FalseConsciousnessLiberals-2020,"                     Adaptive Preferences and the Sources of Autonomy‐Deficit  
                     —Toward a Historically Relational Account

1. The Problem in View  

Amartya Sen noticed something puzzling about deprivation: the agents who endure it often appear satisfied. Indian village women declared themselves “well-fed,” though they routinely went hungry; impoverished sharecroppers ranked themselves above his own middle-class students in life satisfaction. Similar patterns arise when girl",openai/o3,answer_with_rubric_2k,8,False,openai/o3,5,5,5,6,6,5,32,2026-02-04T02:00:04.212558,13939,0,3326,576
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction and Thesis

Most adults treat their own preferences as authoritative reasons for action. Yet there are striking cases in which the very shape of a person’s preference set seems to reveal an autonomy deficit: the woman in a patriarchal village who sincerely wants to undergo female genital cutting, the sweat-shop worker who “prefers” 16-hour shifts to schooling, the member of a despised caste who disdains higher education because it is “not for people like us.” These are instances ",openai/o3,answer_with_rubric_2k,9,False,openai/o3,6,5,6,6,6,5,34,2026-02-04T02:00:04.212558,14027,0,2987,192
Enoch-FalseConsciousnessLiberals-2020,"                                                             
      Adaptive Preferences and Autonomy: Why History Matters More  
                              ——————————————————                               
                                   Introduction                                  

When the fox in Aesop’s fable judges the unreachable grapes sour, he adapts his preferences to the limits of his opportunity set.  Such cases—ranging from plantation slaves who profess to “love” their master",openai/o3,answer_with_rubric_2k,10,False,openai/o3,5,5,6,5,5,5,31,2026-02-04T02:00:04.212558,16134,0,3863,640
Enoch-FalseConsciousnessLiberals-2020,"Adaptive preferences are those we come to hold because our feasible set shrank: faced with limited or oppressive options, we reshape what we want so that our actual choices look attractive and psychologically bearable. Sen’s “happy slave,” the single‐option worker who hails her 18-hour shift as fulfilling, or the village girl who praises early marriage because nothing else is realistically available, are familiar examples. Though such agents avow their preferences sincerely, many philosophers se",openai/o3,answer_with_rubric_2k,11,False,openai/o3,5,5,6,6,6,5,33,2026-02-04T02:00:04.212558,15456,0,3351,448
Enoch-FalseConsciousnessLiberals-2020,"1. Introduction: the puzzle of wanting what confines us  

A factory worker in a garment sweatshop insists she prefers the fourteen-hour shift because “I am lucky to have any job at all.” A wife in a rigidly patriarchal household says she prefers to eat only after her husband and sons are finished: “It is simply right that men be served first.” A teenage girl raised in a refugee camp claims she does not want to continue her education: “School is for people with opportunities; I should help Mothe",openai/o3,answer_with_rubric_2k,12,False,openai/o3,5,5,5,6,5,6,32,2026-02-04T02:00:04.212558,15056,0,3669,704
Enoch-FalseConsciousnessLiberals-2020,"1. Setting the Problem  

In 1964 James Scott noticed that colonized peasants “learn to want what they can get.” Fifty years later the label “adaptive preferences” has become standard for this apparently perverse phenomenon: when circumstances are hard enough, people sometimes reshape their desires to fit the narrow range of goods they can realistically hope to secure. The vineyard-worker in Aesop who declares the unreachable grapes “sour,” the woman in a conservative village who declares that h",openai/o3,answer_with_rubric_2k,13,False,openai/o3,5,5,5,6,6,5,32,2026-02-04T02:00:04.212558,14044,0,3225,512
Enoch-FalseConsciousnessLiberals-2020,"                               Adaptive Preference and the Anatomy of Autonomy  
                               — Why the History of a Preference Matters Most —


1. Setting the Problem  

Agents often come to want exactly what they can get. A woman in a patriarchal village declares that she positively wants an arranged early marriage; a child soldier professes loyalty to his militia; a chronically under-employed worker claims to “love the simple life.”  Such wishes are adaptive: they arise in r",openai/o3,answer_with_rubric_2k,14,False,openai/o3,6,5,6,6,6,5,34,2026-02-04T02:00:04.212558,16211,0,3516,320
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction: what is at stake

When we utter a sentence of the form ‘A finds φ Adj’—for example, ‘Holmes finds Saltimbocca tasty’ or ‘She finds lying wrong’—we are attributing to the subject A a certain mental state toward the object φ.  Contemporary expressivists about value and taste suggest that that state is not a neutral representation of how things are in the world, but rather an affect-laden stance akin to liking, detesting, approving, or blaming.  If that diagnosis is correct, the se",openai/o3,answer_with_rubric_2k,0,False,openai/o3,5,5,5,6,5,5,31,2026-02-04T02:00:04.212558,14685,0,4427,1024
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction: what is at stake

The English verb “find” is semantically Janus-faced. In the construction “I found that the door was locked,” it functions like the propositional-attitude verb “discover” and attributes an epistemic state that can be vindicated or refuted by further evidence. In “I find coriander disgusting,” by contrast, no new piece of information could show me to be in error; at best it could train me out of the reaction. Contemporary expressivists have noticed that only the ",openai/o3,answer_with_rubric_2k,1,False,openai/o3,5,5,5,5,5,6,31,2026-02-04T02:00:04.212558,16249,0,4386,832
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction and Thesis  

My aim is to marshal the best available linguistic, phenomenological, and psychological evidence for the following thesis:

The mental state that English ‘find’ attributes in sentences like “Holmes finds Saltimbocca tasty” is not a cognitive state (a belief or judgment with truth-apt propositional content) but an affective pro-attitude that belongs to the same family as loving, enjoying, admiring, detesting, etc. The selectional restrictions, inference patterns, fel",openai/o3,answer_with_rubric_2k,2,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T02:00:04.212558,10947,0,3168,704
Franzn-EvaluativeDiscourseAffective-2020,"1. Orientation and Thesis  

Why does English allow “Holmes finds saltimbocca tasty” but not “Holmes finds saltimbocca Italian,” “made of pasta,” or “low‐calorie”?  The natural thought is that the verb find is semantically selective: it combines only with predicates that are themselves evaluative.  That fact already suggests that the mental state reported by a find-sentence belongs, not to the family of belief‐like states, but to the family of conative or affective responses.  In what follows I ",openai/o3,answer_with_rubric_2k,3,False,openai/o3,5,6,5,6,6,6,34,2026-02-04T02:00:04.212558,18082,0,4251,256
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction and Thesis  

English ‘find’-statements of the form “S finds x Adj” (henceforth “find₂” to distinguish them from the homophonous discovery-verb “find₁”) seem tailor–made for the expressivist.  Only evaluative adjectives embed felicitously (“tasty,” “cruel,” “beautiful”); attempts to embed purely descriptive ones (“triangular,” “Italian,” “made of pasta”) produce a marked clash.  A natural conjecture is that find₂ does not ascribe a belief-state at all but an affective pro-attitud",openai/o3,answer_with_rubric_2k,4,False,openai/o3,5,5,5,5,5,6,31,2026-02-04T02:00:04.212558,11578,0,3058,512
Franzn-EvaluativeDiscourseAffective-2020,"                         Why “Finding” Is a Feeling:
           Linguistic and Phenomenological Evidence for the Affective Nature
                         of the Attitudes Attributed by ‘Find’

1. Setting the Stage  

English contains two superficially homophonous verbs ‘find’.  One is factive and descriptive: ‘Holmes found the knife under the couch’.  The other—our target—functions as a subjective-attitude verb: ‘Holmes finds Saltimbocca tasty’; ‘She finds lying wrong’.  Only the second shows t",openai/o3,answer_with_rubric_2k,5,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T02:00:04.212558,12376,0,3856,1152
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction and Thesis

When we say that Holmes “finds” saltimbocca tasty, or that Greta “finds” lying wrong, we are not merely reporting what Holmes and Greta believe; we are attributing to each of them a distinctive kind of pro-attitude or con-attitude that is felt, valenced, and motivating. My thesis is that the mental states reported by the ‘subjective-attitude’ use of the verb find are non-cognitive affective states that belong to the same natural kind as loving, hating, admiring, detes",openai/o3,answer_with_rubric_2k,6,False,openai/o3,5,5,5,6,5,5,31,2026-02-04T02:00:04.212558,13666,0,4173,1216
Franzn-EvaluativeDiscourseAffective-2020,"1. Setting the Stage

Expressivists about value claim that evaluative sentences (“Murder is wrong,” “Spinach is disgusting,” “Beethoven is sublime”) function in roughly the same way as canonical devices for expressing non-cognitive attitudes such as cheering, boo-ing, or issuing practical directives.  A venerable objection is that, whatever moral philosophers might say, ordinary language treats “wrong,” “disgusting,” and “sublime” just like garden-variety descriptive predicates: we negate them, ",openai/o3,answer_with_rubric_2k,7,False,openai/o3,6,6,5,5,5,5,32,2026-02-04T02:00:04.212558,15063,0,4135,704
Franzn-EvaluativeDiscourseAffective-2020,"                                     What Sort of State Is a “Finding”?
                  Linguistic and Philosophical Evidence for a Non-Cognitive, Affective Reading


1. Introduction and Thesis

English speakers effortlessly distinguish between saying

    (1) Holmes finds Saltimbocca tasty.
    (2) Holmes believes Saltimbocca is made of veal.

The first sounds natural, the second does not (“*Holmes finds Saltimbocca made of veal” is deviant).  A natural explanation is that the verb “find” sel",openai/o3,answer_with_rubric_2k,8,False,openai/o3,5,5,4,5,5,5,29,2026-02-04T02:00:04.212558,12623,0,3332,512
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction and Statement of Thesis  

Why do speakers happily say ‘Holmes finds Saltimbocca tasty’ but recoil from ‘Holmes finds Saltimbocca vegetarian’?  A natural thought is that ‘find’ selects for a certain kind of mental state—roughly, the sort we express with ‘beautiful’, ‘tasty’, or ‘cruel’, but not the sort we express with ‘wooden’, ‘triangular’, or ‘Italian’.  Expressivists about value contend that the very same line dividing these two predicate-classes marks a divide in mentality: ",openai/o3,answer_with_rubric_2k,9,False,openai/o3,5,6,4,5,4,5,29,2026-02-04T02:00:04.212558,16275,0,4375,640
Franzn-EvaluativeDiscourseAffective-2020,"1. Setting the Stage  

English ‘find’ is polysemous.  In one sense (‘detective’ ­find) it reports discovery:  
  A1  Holmes found the footprint behind the azalea.  
That locative-factive sense patterns with purely cognitive verbs such as ‘discover’ or ‘notice’.  A1 presupposes the footprint’s existence, is challenged with “That’s false!”, and licenses an evidential “How did he find that out?”.  This paper is not about A1.

The second sense—call it ‘subjective-attitude find’ (SA-find)—occurs whe",openai/o3,answer_with_rubric_2k,10,False,openai/o3,5,5,4,6,5,6,31,2026-02-04T02:00:04.212558,12241,0,3557,704
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction and Thesis  

English contains (at least) two homophonous verbs spelt “find.”  One is the ordinary object-locating verb used in “Holmes found the pearl” or—in a cognitive extension—in “Holmes found that the door was unlocked.”  The other, my topic here, is the subjective-attitude verb (SAV) exemplified in “Holmes finds Saltimbocca tasty” and “She finds lying wrong.”  I shall argue that the mental states this second “find” attributes are non-cognitive and specifically affective: t",openai/o3,answer_with_rubric_2k,11,False,openai/o3,5,5,5,5,5,5,30,2026-02-04T02:00:04.212558,10805,0,3590,1152
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction

Why does English allow “Holmes finds Saltimbocca tasty,” yet balks at “Holmes finds Saltimbocca made-of-pasta”?  On the face of it, “tasty” and “made of pasta” are both predicative adjectives.  But only the first pairs happily with the subjective‐attitude verb find.  This distributional fact has become a lodestone for contemporary metaethics and philosophy of language because it promises an independent linguistic handle on the cognitive status of evaluative discourse.  If the me",openai/o3,answer_with_rubric_2k,12,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T02:00:04.212558,13619,0,3833,896
Franzn-EvaluativeDiscourseAffective-2020,"1. Introduction and Thesis

Ordinary English distinguishes sharply between two broad families of mental states. On the one hand are doxastic or “cognitive” states—believing, knowing, opining, doubting—whose contents aim at truth and are answerable to evidence. On the other hand are affect-laden or “conative” states—loving, hating, fearing, admiring, being amused—that are valenced, motivational, and not straightforwardly evaluable for truth or falsity. I shall argue that the attitude expressed by",openai/o3,answer_with_rubric_2k,13,False,openai/o3,5,5,5,5,4,5,29,2026-02-04T02:00:04.212558,13336,0,3565,640
Franzn-EvaluativeDiscourseAffective-2020,"1. Orientation and Thesis  

English offers two superficially similar verbs for reporting an agent’s take on a matter: ‘believe’ and ‘find’.  “Ada believes that Tom is Irish” and “Ada finds Tom interesting” both ascribe a mental attitude toward a content.  Yet native speakers feel at once that the two constructions are doing different kinds of psychological work.  The aim of this paper is to spell out what that difference is and to marshal the best linguistic evidence that the mental state repor",openai/o3,answer_with_rubric_2k,14,False,openai/o3,5,5,4,5,4,5,28,2026-02-04T02:00:04.212558,10744,0,2906,448
